userName,score,at,content,polarity_score,sentiment,content_stopwords,content_stemmed,cleaned_tokenized_stemmed,cleaned_sentence
M. Nur,3,8/3/2024 15:43,pengalaman pribadi baru saya alami lokasi yang sudah hampir sampai menit lagisetelah mau sampai tiba tujuan berubah jadi menit lagiapa kita wajib putar lagi sampai bensin kita habis baru sampai,-18,NEGATIVE,pengalaman pribadi baru alami lokasi hampir menit lagisetelah mau tiba tujuan berubah jadi menit lagiapa wajib putar bensin habis baru,alam pribadi baru alami lokasi hampir menit lagisetelah mau tiba tuju ubah jadi menit lagiapa wajib putar bensin habis baru,"['alam', 'pribadi', 'baru', 'alami', 'lokasi', 'hampir', 'menit', 'lagisetelah', 'mau', 'tiba', 'tuju', 'ubah', 'jadi', 'menit', 'lagiapa', 'wajib', 'putar', 'bensin', 'habis', 'baru']",alam pribadi baru alami lokasi hampir menit lagisetelah mau tiba tuju ubah jadi menit lagiapa wajib putar bensin habis baru
Dedi Putra Sinurat,1,8/3/2024 15:17,google maps memang gak jelas kesel saya sama google maps ini ngk akurat danngk jelas,-7,NEGATIVE,google maps memang gak jelas kesel sama google maps ngk akurat danngk jelas,google maps memang gak jelas kesel sama google maps ngk akurat danngk jelas,"['google', 'maps', 'memang', 'gak', 'jelas', 'kesel', 'sama', 'google', 'maps', 'ngk', 'akurat', 'danngk', 'jelas']",google maps memang gak jelas kesel sama google maps ngk akurat danngk jelas
Hunan milliane Pambudi,3,8/3/2024 13:32,mungkin perlu diperbarui ketepatannya sudah sampai dilokasi tetapi t belum muncul di linimasa maps nya,-2,NEGATIVE,mungkin perlu diperbarui ketepatannya dilokasi t muncul linimasa maps nya,mungkin perlu baru tepat lokasi t muncul linimasa maps nya,"['mungkin', 'perlu', 'baru', 'tepat', 'lokasi', 't', 'muncul', 'linimasa', 'maps', 'nya']",mungkin perlu baru tepat lokasi t muncul linimasa maps nya
Kam Zhays Official,4,8/3/2024 11:28,cukup membantu memandu perjalanan tapi masih juga lelet jika berputar arah atau putar balik jadi bingung di persimpangan,-9,NEGATIVE,cukup membantu memandu perjalanan lelet berputar arah putar balik jadi bingung persimpangan,cukup bantu pandu jalan lelet putar arah putar balik jadi bingung simpang,"['cukup', 'bantu', 'pandu', 'jalan', 'lelet', 'putar', 'arah', 'putar', 'balik', 'jadi', 'bingung', 'simpang']",cukup bantu pandu jalan lelet putar arah putar balik jadi bingung simpang
Khoerul Ikhwan,2,8/3/2024 7:17,dear developerkenapa rute motor di maps hilangtolong di tambahkan lagi rute sepeda motor nyapakai rute mobil malah di arahkan ke rute yang lebih jauh,-16,NEGATIVE,dear developerkenapa rute motor maps hilangtolong tambahkan rute sepeda motor nyapakai rute mobil malah arahkan rute lebih jauh,dear developerkenapa rute motor maps hilangtolong tambah rute sepeda motor nyapakai rute mobil malah arah rute lebih jauh,"['dear', 'developerkenapa', 'rute', 'motor', 'maps', 'hilangtolong', 'tambah', 'rute', 'sepeda', 'motor', 'nyapakai', 'rute', 'mobil', 'malah', 'arah', 'rute', 'lebih', 'jauh']",dear developerkenapa rute motor maps hilangtolong tambah rute sepeda motor nyapakai rute mobil malah arah rute lebih jauh
Fany Mohammad,1,8/2/2024 22:54,kurang uptodate yang menyebabkan tidak akurat danpengguna sering tersesat di jalan titik kordinat banyak tidak sesuai dengan lapangan,-12,NEGATIVE,kurang uptodate menyebabkan akurat danpengguna sering tersesat jalan titik kordinat banyak sesuai lapangan,kurang uptodate sebab akurat danpengguna sering sesat jalan titik kordinat banyak sesuai lapang,"['kurang', 'uptodate', 'sebab', 'akurat', 'danpengguna', 'sering', 'sesat', 'jalan', 'titik', 'kordinat', 'banyak', 'sesuai', 'lapang']",kurang uptodate sebab akurat danpengguna sering sesat jalan titik kordinat banyak sesuai lapang
imou hajir,5,8/2/2024 21:58,bagus lokasinya akurat sesuai aslinya rutenya juga tepat danpas,5,POSITIVE,bagus lokasinya akurat sesuai aslinya rutenya tepat danpas,bagus lokasi akurat sesuai asli rute tepat danpas,"['bagus', 'lokasi', 'akurat', 'sesuai', 'asli', 'rute', 'tepat', 'danpas']",bagus lokasi akurat sesuai asli rute tepat danpas
Rani Arta Ningrum,2,8/2/2024 18:41,buka maps malah njengkelin mau nyari tempat susah mau pencet rute malah keluar sendiri apknya pencet mulai juga sama sudahdiijinkan semua di info aplikasi sudahdi update tetep sama saja pihak admin gimana sih kadang mau sharelock titik nya beda jauh kecewa berat,-20,NEGATIVE,buka maps malah njengkelin mau nyari tempat susah mau pencet rute malah keluar sendiri apknya pencet mulai sama sudahdiijinkan semua info aplikasi sudahdi update tetep sama pihak admin gimana sih kadang mau sharelock titik nya beda jauh kecewa berat,buka maps malah njengkelin mau nyari tempat susah mau pencet rute malah keluar sendiri apknya pencet mulai sama sudahdiijinkan semua info aplikasi sudahdi update tetep sama pihak admin gimana sih kadang mau sharelock titik nya beda jauh kecewa berat,"['buka', 'maps', 'malah', 'njengkelin', 'mau', 'nyari', 'tempat', 'susah', 'mau', 'pencet', 'rute', 'malah', 'keluar', 'sendiri', 'apknya', 'pencet', 'mulai', 'sama', 'sudahdiijinkan', 'semua', 'info', 'aplikasi', 'sudahdi', 'update', 'tetep', 'sama', 'pihak', 'admin', 'gimana', 'sih', 'kadang', 'mau', 'sharelock', 'titik', 'nya', 'beda', 'jauh', 'kecewa', 'berat']",buka maps malah njengkelin mau nyari tempat susah mau pencet rute malah keluar sendiri apknya pencet mulai sama sudahdiijinkan semua info aplikasi sudahdi update tetep sama pihak admin gimana sih kadang mau sharelock titik nya beda jauh kecewa berat
Habibur Rahim,5,8/2/2024 18:01,aplikasi yang mudah di gunakan dandi pahami sangan membantu sekali,-4,NEGATIVE,aplikasi mudah gunakan dandi pahami sangan membantu sekali,aplikasi mudah guna dandi paham sangan bantu sekali,"['aplikasi', 'mudah', 'guna', 'dandi', 'paham', 'sangan', 'bantu', 'sekali']",aplikasi mudah guna dandi paham sangan bantu sekali
Reki Oktapriadi,5,8/2/2024 17:32,saya mengelola bisnis tapi saya susah mengatur titik lokasi bisnis saya sesuai tempat tolong di bantu,-9,NEGATIVE,mengelola bisnis susah mengatur titik lokasi bisnis sesuai tempat bantu,kelola bisnis susah atur titik lokasi bisnis sesuai tempat bantu,"['kelola', 'bisnis', 'susah', 'atur', 'titik', 'lokasi', 'bisnis', 'sesuai', 'tempat', 'bantu']",kelola bisnis susah atur titik lokasi bisnis sesuai tempat bantu
Ricky Remc,5,8/2/2024 17:18,saya berharap adatambahan fitur tanjakan curam untukmenghindari jalan tersebut jalan extreme minimal dikasih tau sebelumnya dmn letak jalan extreme nya trimakasih,-3,NEGATIVE,berharap adatambahan fitur tanjakan curam untukmenghindari jalan tersebut jalan extreme minimal dikasih tau sebelumnya dmn letak jalan extreme nya trimakasih,harap adatambahan fitur tanjak curam untukmenghindari jalan sebut jalan extreme minimal kasih tau belum dmn letak jalan extreme nya trimakasih,"['harap', 'adatambahan', 'fitur', 'tanjak', 'curam', 'untukmenghindari', 'jalan', 'sebut', 'jalan', 'extreme', 'minimal', 'kasih', 'tau', 'belum', 'dmn', 'letak', 'jalan', 'extreme', 'nya', 'trimakasih']",harap adatambahan fitur tanjak curam untukmenghindari jalan sebut jalan extreme minimal kasih tau belum dmn letak jalan extreme nya trimakasih
Muhammad Abdul Karim,1,8/2/2024 17:02,saya cek posisi saya sangat tidak akurat masak jarak saya di map berjarak  km tolong perbaiki,-23,NEGATIVE,cek posisi sangat akurat masak jarak map berjarak km perbaiki,cek posisi sangat akurat masak jarak map jarak km baik,"['cek', 'posisi', 'sangat', 'akurat', 'masak', 'jarak', 'map', 'jarak', 'km', 'baik']",cek posisi sangat akurat masak jarak map jarak km baik
calon editor,5,8/2/2024 16:05,membantu cuma kenapa gps ku kaya orang pikun tiba tiba berubah arah terus suruh belok kanan lah kiri lah suruh putar balik lah padahal jalan cuma satu lurus saja nggak adabelokan,-19,NEGATIVE,membantu cuma gps ku kaya orang pikun tiba tiba berubah arah terus suruh belok kanan lah kiri lah suruh putar balik lah padahal jalan cuma satu lurus adabelokan,bantu cuma gps ku kaya orang pikun tiba tiba ubah arah terus suruh belok kanan lah kiri lah suruh putar balik lah padahal jalan cuma satu lurus adabelokan,"['bantu', 'cuma', 'gps', 'ku', 'kaya', 'orang', 'pikun', 'tiba', 'tiba', 'ubah', 'arah', 'terus', 'suruh', 'belok', 'kanan', 'lah', 'kiri', 'lah', 'suruh', 'putar', 'balik', 'lah', 'padahal', 'jalan', 'cuma', 'satu', 'lurus', 'adabelokan']",bantu cuma gps ku kaya orang pikun tiba tiba ubah arah terus suruh belok kanan lah kiri lah suruh putar balik lah padahal jalan cuma satu lurus adabelokan
Saka Maulana,1,8/2/2024 11:25,setelah update tiba google maps di hp saya gak jalanpadahal biasanya normal,-2,NEGATIVE,update tiba google maps hp gak jalanpadahal biasanya normal,update tiba google maps hp gak jalanpadahal biasa normal,"['update', 'tiba', 'google', 'maps', 'hp', 'gak', 'jalanpadahal', 'biasa', 'normal']",update tiba google maps hp gak jalanpadahal biasa normal
Lukas Teguh Santoso,5,8/2/2024 10:39,tolong dong untukgoogle maps tambahkan jalur untukmobil golongan  seperti truk,-4,NEGATIVE,dong untukgoogle maps tambahkan jalur untukmobil golongan truk,dong untukgoogle maps tambah jalur untukmobil golong truk,"['dong', 'untukgoogle', 'maps', 'tambah', 'jalur', 'untukmobil', 'golong', 'truk']",dong untukgoogle maps tambah jalur untukmobil golong truk
RAHMAT DANI,5,8/2/2024 8:50,cukup memuaskan minat saya danselebihnya lebih ditambahkan atau ditingkatkan fiturfiturnya terimakasih,1,POSITIVE,cukup memuaskan minat danselebihnya lebih ditambahkan ditingkatkan fiturfiturnya terimakasih,cukup muas minat danselebihnya lebih tambah tingkat fiturfiturnya terimakasih,"['cukup', 'muas', 'minat', 'danselebihnya', 'lebih', 'tambah', 'tingkat', 'fiturfiturnya', 'terimakasih']",cukup muas minat danselebihnya lebih tambah tingkat fiturfiturnya terimakasih
Sopo Jarwo (Gosh Bird),1,8/2/2024 5:20,kapan bisa rubah suara sendiri pribadi pada navigasi seperti di waze bosan dengar suara sayastem terus lebih maju dong,-2,NEGATIVE,kapan rubah suara sendiri pribadi navigasi waze bosan dengar suara sayastem terus lebih maju dong,kapan rubah suara sendiri pribadi navigasi waze bosan dengar suara sayastem terus lebih maju dong,"['kapan', 'rubah', 'suara', 'sendiri', 'pribadi', 'navigasi', 'waze', 'bosan', 'dengar', 'suara', 'sayastem', 'terus', 'lebih', 'maju', 'dong']",kapan rubah suara sendiri pribadi navigasi waze bosan dengar suara sayastem terus lebih maju dong
Mugi yati,5,8/1/2024 20:40,fitur nya semakin bgus di aplikasi gogle maps nya sekarang sudah di updete jdi semakin bgus,4,POSITIVE,fitur nya semakin bgus aplikasi gogle maps nya sekarang updete jdi semakin bgus,fitur nya makin bgus aplikasi gogle maps nya sekarang updete jdi makin bgus,"['fitur', 'nya', 'makin', 'bgus', 'aplikasi', 'gogle', 'maps', 'nya', 'sekarang', 'updete', 'jdi', 'makin', 'bgus']",fitur nya makin bgus aplikasi gogle maps nya sekarang updete jdi makin bgus
selsabitta fjreriana,5,8/1/2024 19:39,aplikasi yang sangat mempermudah perjalanan dimanapun kapanpun gak khawatir lagi untuktersesat best bgt,-18,NEGATIVE,aplikasi sangat mempermudah perjalanan dimanapun kapanpun gak khawatir untuktersesat best bgt,aplikasi sangat mudah jalan mana kapan gak khawatir untuktersesat best bgt,"['aplikasi', 'sangat', 'mudah', 'jalan', 'mana', 'kapan', 'gak', 'khawatir', 'untuktersesat', 'best', 'bgt']",aplikasi sangat mudah jalan mana kapan gak khawatir untuktersesat best bgt
AdiLovei PutriAldiRasyid,4,8/1/2024 18:46,aplikasi google maps setelah di update kinerjanya seperti nya kurang cepat respon gak seperti biasanya tolong dong pihak terkait untukkebih meringankan aplikasi saat di buka dancepat respon thanks untukgoogle maps semoga kedepannya jadi yang terbaik dari yang terbaik,-8,NEGATIVE,aplikasi google maps update kinerjanya nya kurang cepat respon gak biasanya dong pihak terkait untukkebih meringankan aplikasi buka dancepat respon thanks untukgoogle maps semoga kedepannya jadi terbaik terbaik,aplikasi google maps update kerja nya kurang cepat respon gak biasa dong pihak kait untukkebih ringan aplikasi buka dancepat respon thanks untukgoogle maps moga depan jadi baik baik,"['aplikasi', 'google', 'maps', 'update', 'kerja', 'nya', 'kurang', 'cepat', 'respon', 'gak', 'biasa', 'dong', 'pihak', 'kait', 'untukkebih', 'ringan', 'aplikasi', 'buka', 'dancepat', 'respon', 'thanks', 'untukgoogle', 'maps', 'moga', 'depan', 'jadi', 'baik', 'baik']",aplikasi google maps update kerja nya kurang cepat respon gak biasa dong pihak kait untukkebih ringan aplikasi buka dancepat respon thanks untukgoogle maps moga depan jadi baik baik
yeyen laros,5,8/1/2024 18:42,bisa gak sih membedakan jalan untukkendaraan besar dankendaraan kecil saya sering di sasarin diarahkan ke jalan komplek pake mobil disamakan seperti naik motor suruh lewat gang kecil ngaco ah,-12,NEGATIVE,gak sih membedakan jalan untukkendaraan besar dankendaraan kecil sering sasarin diarahkan jalan komplek pake mobil disamakan naik motor suruh lewat gang kecil ngaco ah,gak sih beda jalan untukkendaraan besar dankendaraan kecil sering sasarin arah jalan komplek pake mobil sama naik motor suruh lewat gang kecil ngaco ah,"['gak', 'sih', 'beda', 'jalan', 'untukkendaraan', 'besar', 'dankendaraan', 'kecil', 'sering', 'sasarin', 'arah', 'jalan', 'komplek', 'pake', 'mobil', 'sama', 'naik', 'motor', 'suruh', 'lewat', 'gang', 'kecil', 'ngaco', 'ah']",gak sih beda jalan untukkendaraan besar dankendaraan kecil sering sasarin arah jalan komplek pake mobil sama naik motor suruh lewat gang kecil ngaco ah
Rina Jayusman,4,8/1/2024 18:31,lokasi rumah kadang kurang akurat danlokasi real time tolong di optimalkan,6,POSITIVE,lokasi rumah kadang kurang akurat danlokasi real time optimalkan,lokasi rumah kadang kurang akurat danlokasi real time optimal,"['lokasi', 'rumah', 'kadang', 'kurang', 'akurat', 'danlokasi', 'real', 'time', 'optimal']",lokasi rumah kadang kurang akurat danlokasi real time optimal
Ilmi Kzhra,5,8/1/2024 18:01,emm bagus ya tapi tolong perbaiki bugnya ya kan aku mau ketik di pencarian terus aku ketik majelis ngaji alrahman malah tidak adatolong ya min perbaiki bugnya pliss,16,POSITIVE,emm bagus perbaiki bugnya kan aku mau ketik pencarian terus aku ketik majelis ngaji alrahman malah adatolong min perbaiki bugnya pliss,emm bagus baik bugnya kan aku mau ketik cari terus aku ketik majelis ngaji alrahman malah adatolong min baik bugnya pliss,"['emm', 'bagus', 'baik', 'bugnya', 'kan', 'aku', 'mau', 'ketik', 'cari', 'terus', 'aku', 'ketik', 'majelis', 'ngaji', 'alrahman', 'malah', 'adatolong', 'min', 'baik', 'bugnya', 'pliss']",emm bagus baik bugnya kan aku mau ketik cari terus aku ketik majelis ngaji alrahman malah adatolong min baik bugnya pliss
boing tea1,1,8/1/2024 17:20,nyusahin orang dipilihnya jala sempit pedahal jalan lebar banyak aplikasi perlu banyak perbaikan nyusahin,3,POSITIVE,nyusahin orang dipilihnya jala sempit pedahal jalan lebar banyak aplikasi perlu banyak perbaikan nyusahin,nyusahin orang pilih jala sempit pedahal jalan lebar banyak aplikasi perlu banyak baik nyusahin,"['nyusahin', 'orang', 'pilih', 'jala', 'sempit', 'pedahal', 'jalan', 'lebar', 'banyak', 'aplikasi', 'perlu', 'banyak', 'baik', 'nyusahin']",nyusahin orang pilih jala sempit pedahal jalan lebar banyak aplikasi perlu banyak baik nyusahin
Irfan Hermansyah,2,8/1/2024 16:13,ga mutu bangat aplikasi maps bekerja sama pihak ojol bukan membaik malah dibikin rusak aplikasi maps lebih dulu adaktimbang aplikasi ojol tolong berdikari sendiri tunjukin kualitas yang baik untukpengguna buatlah aturan sendiri sendiri jangan terpaku sama aplikasi yang hanya bisanya menumpang,-29,NEGATIVE,ga mutu bangat aplikasi maps bekerja sama pihak ojol bukan membaik malah dibikin rusak aplikasi maps lebih dulu adaktimbang aplikasi ojol berdikari sendiri tunjukin kualitas baik untukpengguna buatlah aturan sendiri sendiri jangan terpaku sama aplikasi bisanya menumpang,ga mutu bangat aplikasi maps kerja sama pihak ojol bukan baik malah bikin rusak aplikasi maps lebih dulu adaktimbang aplikasi ojol berdikari sendiri tunjukin kualitas baik untukpengguna buat atur sendiri sendiri jangan terpa sama aplikasi bisa tumpang,"['ga', 'mutu', 'bangat', 'aplikasi', 'maps', 'kerja', 'sama', 'pihak', 'ojol', 'bukan', 'baik', 'malah', 'bikin', 'rusak', 'aplikasi', 'maps', 'lebih', 'dulu', 'adaktimbang', 'aplikasi', 'ojol', 'berdikari', 'sendiri', 'tunjukin', 'kualitas', 'baik', 'untukpengguna', 'buat', 'atur', 'sendiri', 'sendiri', 'jangan', 'terpa', 'sama', 'aplikasi', 'bisa', 'tumpang']",ga mutu bangat aplikasi maps kerja sama pihak ojol bukan baik malah bikin rusak aplikasi maps lebih dulu adaktimbang aplikasi ojol berdikari sendiri tunjukin kualitas baik untukpengguna buat atur sendiri sendiri jangan terpa sama aplikasi bisa tumpang
Muhammad Irwan Amirullah,5,8/1/2024 14:15,dengan updatetan danfitur bagus danmudah di mengerti,2,POSITIVE,updatetan danfitur bagus danmudah mengerti,updatetan danfitur bagus danmudah erti,"['updatetan', 'danfitur', 'bagus', 'danmudah', 'erti']",updatetan danfitur bagus danmudah erti
Sugi Yana,5,8/1/2024 12:10,kadangkadang google map juga error juga oleh karena itu mohon lebih banyak diupdate kali ya,-3,NEGATIVE,kadangkadang google map error mohon lebih banyak diupdate kali,kadangkadang google map error mohon lebih banyak diupdate kali,"['kadangkadang', 'google', 'map', 'error', 'mohon', 'lebih', 'banyak', 'diupdate', 'kali']",kadangkadang google map error mohon lebih banyak diupdate kali
Ahmad Yulianto,5,8/1/2024 4:58,sip danuntuk google areo dangoogle adwords gagal login padahal jaringan masih kencang tapi gagal mohon bantuannya ya,-5,NEGATIVE,sip danuntuk google areo dangoogle adwords gagal login padahal jaringan kencang gagal mohon bantuannya,sip danuntuk google areo dangoogle adwords gagal login padahal jaring kencang gagal mohon bantu,"['sip', 'danuntuk', 'google', 'areo', 'dangoogle', 'adwords', 'gagal', 'login', 'padahal', 'jaring', 'kencang', 'gagal', 'mohon', 'bantu']",sip danuntuk google areo dangoogle adwords gagal login padahal jaring kencang gagal mohon bantu
Imam Suyono,1,8/1/2024 1:13,map ini bikin nyasar sudahmalam malam di putar tidak jelas map map parah jarak tempuh semakin jauh paraaahhh eror trus,-23,NEGATIVE,map bikin nyasar sudahmalam malam putar jelas map map parah jarak tempuh semakin jauh paraaahhh eror trus,map bikin nyasar sudahmalam malam putar jelas map map parah jarak tempuh makin jauh paraaahhh eror trus,"['map', 'bikin', 'nyasar', 'sudahmalam', 'malam', 'putar', 'jelas', 'map', 'map', 'parah', 'jarak', 'tempuh', 'makin', 'jauh', 'paraaahhh', 'eror', 'trus']",map bikin nyasar sudahmalam malam putar jelas map map parah jarak tempuh makin jauh paraaahhh eror trus
