userName,score,at,content,polarity_score,sentiment,content_stopwords,tokenized_stemmed,cleaned_tokenized_stemmed
calon editor,5,8/2/2024 16:05,membantu cuma kenapa navigasi ku kaya orang pikun tiba tiba berubah arah terus suruh belok kanan lah kiri lah suruh putar balik lah padahal jalan cuma satu lurus saja nggak ada belokan,-18,NEGATIVE,membantu cuma navigasi ku kaya orang pikun tiba tiba berubah arah terus suruh belok kanan lah kiri lah suruh putar balik lah padahal jalan cuma satu lurus nggak belokan,"['bantu', 'navigasi', 'ku', 'kaya', 'orang', 'pikun', 'ubah', 'arah', 'suruh', 'belok', 'kanan', 'kiri', 'suruh', 'putar', 'jalan', 'lurus', 'nggak', 'belok']",bantu navigasi ku kaya orang pikun ubah arah suruh belok kanan kiri suruh putar jalan lurus nggak belok
Saka Maulana,1,8/2/2024 11:25,setelah update tiba google maps di telepon saya gak jalanpadahal biasanya normal,-2,NEGATIVE,update tiba google maps telepon gak jalanpadahal biasanya normal,"['update', 'google', 'maps', 'telepon', 'gak', 'jalanpadahal', 'normal']",update google maps telepon gak jalanpadahal normal
Lukas Teguh Santoso,5,8/2/2024 10:39,tolong dong buat google maps tambahkan jalur untuk mobil golongan  seperti truk,-2,NEGATIVE,dong buat google maps tambahkan jalur mobil golongan  truk,"['google', 'maps', 'tambah', 'jalur', 'mobil', 'golong', 'truk']",google maps tambah jalur mobil golong truk
RAHMAT DANI,5,8/2/2024 8:50,cukup memuaskan minat saya dan selebihnya lebih ditambahkan atau ditingkatkan fiturfiturnya terimakasih,1,POSITIVE,cukup memuaskan minat dan selebihnya lebih ditambahkan ditingkatkan fiturfiturnya terimakasih,"['muas', 'minat', 'lebih', 'tingkat', 'fiturfiturnya', 'terimakasih']",muas minat lebih tingkat fiturfiturnya terimakasih
Sopo Jarwo (Gosh Bird),1,8/2/2024 5:20,kapan bisa rubah suara sendiri pribadi pada navigasi seperti di waze bosan dengar suara system terus lebih maju dong,-2,NEGATIVE,kapan rubah suara sendiri pribadi navigasi di waze bosan dengar suara system terus lebih maju dong,"['rubah', 'suara', 'pribadi', 'navigasi', 'waze', 'bosan', 'dengar', 'suara', 'system', 'maju']",rubah suara pribadi navigasi waze bosan dengar suara system maju
Mugi yati,5,8/1/2024 20:40,fitur  semakin bgus di aplikasi gogle maps  sekarang sudah di updete jadi semakin bgus,3,POSITIVE,fitur  semakin bgus aplikasi gogle maps  sekarang di updete jadi semakin bgus,"['fitur', 'bgus', 'aplikasi', 'gogle', 'maps', 'updete', 'bgus']",fitur bgus aplikasi gogle maps updete bgus
selsabitta fjreriana,5,8/1/2024 19:39,aplikasi yang sangat mempermudah perjalanan dimanapun kapanpun gak khawatir lagi untuk tersesat best bgt,-18,NEGATIVE,aplikasi sangat mempermudah perjalanan dimanapun kapanpun gak khawatir untuk tersesat best bgt,"['aplikasi', 'mudah', 'jalan', 'mana', 'gak', 'khawatir', 'sesat', 'best', 'bgt']",aplikasi mudah jalan mana gak khawatir sesat best bgt
AdiLovei PutriAldiRasyid,4,8/1/2024 18:46,aplikasi google maps setelah di update kinerjanya seperti  kurang cepat respon gak seperti biasanya tolong dong pihak terkait untuk kebih meringankan aplikasi saat di buka dan cepat respon thanks untuk google maps semoga kedepannya jadi yang terbaik dari yang terbaik,-8,NEGATIVE,aplikasi google maps di update kinerjanya  kurang cepat respon gak biasanya dong pihak terkait kebih meringankan aplikasi di buka cepat respon thanks google maps semoga kedepannya jadi terbaik yang terbaik,"['aplikasi', 'google', 'maps', 'update', 'kerja', 'cepat', 'respon', 'gak', 'kait', 'kebih', 'ringan', 'aplikasi', 'buka', 'cepat', 'respon', 'thanks', 'google', 'maps', 'moga', 'depan', 'baik', 'baik']",aplikasi google maps update kerja cepat respon gak kait kebih ringan aplikasi buka cepat respon thanks google maps moga depan baik baik
yeyen laros,5,8/1/2024 18:42,bisa gak sih membedakan jalan untuk kendaraan besar dan kendaraan kecil saya sering di sasarin diarahkan ke jalan komplek pakai mobil disamakan seperti naik motor suruh lewat gang kecil ngaco ah,-12,NEGATIVE,gak sih membedakan jalan kendaraan besar kendaraan kecil sering sasarin diarahkan jalan komplek pakai mobil disamakan naik motor suruh lewat gang kecil ngaco ah,"['gak', 'sih', 'beda', 'jalan', 'kendara', 'kendara', 'sasarin', 'arah', 'jalan', 'komplek', 'pakai', 'mobil', 'sama', 'motor', 'suruh', 'gang', 'ngaco', 'ah']",gak sih beda jalan kendara kendara sasarin arah jalan komplek pakai mobil sama motor suruh gang ngaco ah
Rina Jayusman,4,8/1/2024 18:31,lokasi rumah kadang kurang akurat dan lokasi real time tolong di optimalkan,6,POSITIVE,lokasi rumah kadang kurang akurat lokasi real time di optimalkan,"['lokasi', 'rumah', 'kadang', 'akurat', 'lokasi', 'real', 'time', 'optimal']",lokasi rumah kadang akurat lokasi real time optimal
Ilmi Kzhra,5,8/1/2024 18:01,emm bagus ya tapi tolong perbaiki bugnya ya kan aku mau ketik di pencarian terus aku ketik majelis ngaji alrahman malah tidak ada tolong ya min perbaiki bugnya pliss,18,POSITIVE,emm bagus tapi perbaiki bugnya kan aku mau ketik pencarian terus aku ketik majelis ngaji alrahman malah ada ya min perbaiki bugnya pliss,"['emm', 'bagus', 'baik', 'bugnya', 'ketik', 'cari', 'ketik', 'majelis', 'ngaji', 'alrahman', 'ya', 'min', 'baik', 'bugnya', 'pliss']",emm bagus baik bugnya ketik cari ketik majelis ngaji alrahman ya min baik bugnya pliss
boing tea1,1,8/1/2024 17:20,nyusahin orang dipilihnya jala sempit pedahal jalan lebar banyak aplikasi perlu banyak perbaikan nyusahin,3,POSITIVE,nyusahin orang dipilihnya jala sempit pedahal jalan lebar banyak aplikasi perlu banyak perbaikan nyusahin,"['nyusahin', 'orang', 'pilih', 'jala', 'sempit', 'pedahal', 'jalan', 'lebar', 'aplikasi', 'baik', 'nyusahin']",nyusahin orang pilih jala sempit pedahal jalan lebar aplikasi baik nyusahin
Irfan Hermansyah,2,8/1/2024 16:13,ga mutu bangat aplikasi maps bekerja sama pihak ojol bukan membaik malah dibikin rusak aplikasi maps lebih dulu ada ktimbang aplikasi ojol tolong berdikari sendiri tunjukin kualitas yang baik untuk pengguna buatlah aturan sendiri sendiri jangan terpaku sama aplikasi yang hanya bisanya menumpang,-27,NEGATIVE,ga mutu bangat aplikasi maps bekerja sama pihak ojol bukan membaik malah dibikin rusak aplikasi maps lebih dulu ktimbang aplikasi ojol berdikari sendiri tunjukin kualitas baik pengguna buatlah aturan sendiri sendiri jangan terpaku sama aplikasi hanya bisanya menumpang,"['ga', 'mutu', 'bangat', 'aplikasi', 'maps', 'ojol', 'baik', 'bikin', 'rusak', 'aplikasi', 'maps', 'ktimbang', 'aplikasi', 'ojol', 'berdikari', 'tunjukin', 'kualitas', 'guna', 'buat', 'atur', 'terpa', 'aplikasi', 'bisa', 'tumpang']",ga mutu bangat aplikasi maps ojol baik bikin rusak aplikasi maps ktimbang aplikasi ojol berdikari tunjukin kualitas guna buat atur terpa aplikasi bisa tumpang
Muhammad Irwan Amirullah,5,8/1/2024 14:15,dengan updatetan dan fitur bagus dan mudah di mengerti,5,POSITIVE,updatetan fitur bagus mudah mengerti,"['updatetan', 'fitur', 'bagus', 'mudah', 'erti']",updatetan fitur bagus mudah erti
Sugi Yana,5,8/1/2024 12:10,kadangkadang google map juga eror juga oleh karena itu mohon lebih banyak diupdate kali ya,-2,NEGATIVE,kadangkadang google map eror oleh itu mohon lebih banyak diupdate kali,"['kadangkadang', 'google', 'map', 'eror', 'mohon', 'diupdate', 'kali']",kadangkadang google map eror mohon diupdate kali
Edi Tariyus Cahyono,2,8/1/2024 7:29,mohon solusi di poco x saat di mulai navigasi posisi navigasi tidak akurat dan sering muncul notifikasi menelusuri gps,3,POSITIVE,mohon solusi poco x di mulai navigasi posisi navigasi akurat sering muncul notifikasi menelusuri gps,"['mohon', 'solusi', 'poco', 'x', 'navigasi', 'posisi', 'navigasi', 'akurat', 'muncul', 'notifikasi', 'telusur', 'gps']",mohon solusi poco x navigasi posisi navigasi akurat muncul notifikasi telusur gps
Ahmad Yulianto,5,8/1/2024 4:58,sip dan untuk google areo dan google adwords gagal login padahal jaringan masih kencang tapi gagal mohon bantuannya ya,-5,NEGATIVE,sip untuk google areo google adwords gagal login padahal jaringan kencang gagal mohon bantuannya,"['sip', 'google', 'areo', 'google', 'adwords', 'gagal', 'login', 'jaring', 'kencang', 'gagal', 'mohon', 'bantu']",sip google areo google adwords gagal login jaring kencang gagal mohon bantu
Imam Suyono,1,8/1/2024 1:13,map ini buat nyasar udah malam malam di putar tidak jelas map map parah jarak tempuh semakin jauh paraaahhh eror trus,-23,NEGATIVE,map buat nyasar udah malam malam putar jelas map map parah jarak tempuh semakin jauh paraaahhh eror trus,"['map', 'nyasar', 'udah', 'malam', 'malam', 'putar', 'map', 'map', 'parah', 'jarak', 'tempuh', 'paraaahhh', 'eror', 'trus']",map nyasar udah malam malam putar map map parah jarak tempuh paraaahhh eror trus
Zaid alfathin,1,8/1/2024 0:24,sebagai pengguna biasa susah melaporkan kesalahan jalan contoh mobil seharusnya tidak bisa lewat tapi di maps mobil bisa lewat,-21,NEGATIVE,pengguna biasa susah melaporkan kesalahan jalan contoh mobil tidak lewat di maps mobil lewat,"['guna', 'susah', 'lapor', 'salah', 'jalan', 'contoh', 'mobil', 'maps', 'mobil']",guna susah lapor salah jalan contoh mobil maps mobil
rudy panasonic,2,7/31/2024 19:50,payah engk akurat versi saja naik kualitas maps kurang maxsimal arah engk karuan suka putar seperti gasingan pokok ye engk bagus,-1,NEGATIVE,payah engk akurat versi naik kualitas maps kurang maxsimal arah engk karuan suka putar gasingan pokok ye engk bagus,"['payah', 'engk', 'akurat', 'versi', 'kualitas', 'maps', 'maxsimal', 'arah', 'engk', 'karuan', 'suka', 'putar', 'gasing', 'pokok', 'ye', 'engk', 'bagus']",payah engk akurat versi kualitas maps maxsimal arah engk karuan suka putar gasing pokok ye engk bagus
Aldo Indrawan,5,7/31/2024 15:49,aplikasi  sangat bagus dapat membantu dalam perjalanan untuk menemukan suatu lokasi yang saya ingin kan,-4,NEGATIVE,aplikasi  sangat bagus membantu perjalanan menemukan suatu lokasi saya kan,"['aplikasi', 'bagus', 'bantu', 'jalan', 'temu', 'lokasi']",aplikasi bagus bantu jalan temu lokasi
Indra Wijaya,5,7/31/2024 14:06,sangat membantu sekali apabila sedang dalam kebingung dalam perjalanan dan suka menjadi reminder apabila tersesat di jalan,5,POSITIVE,sangat membantu sekali apabila sedang kebingung perjalanan suka menjadi reminder apabila tersesat jalan,"['bantu', 'bingung', 'jalan', 'suka', 'reminder', 'sesat', 'jalan']",bantu bingung jalan suka reminder sesat jalan
Aris,4,7/31/2024 5:12,histori di pengaturan sudah di hapus semua namun di beranda penelusuran histori nyah masih ada tidak bisa ke hapus,-14,NEGATIVE,histori pengaturan di hapus semua di beranda penelusuran histori nyah ada bisa hapus,"['histori', 'atur', 'hapus', 'beranda', 'telusur', 'histori', 'nyah', 'hapus']",histori atur hapus beranda telusur histori nyah hapus
Irvanmuhammad muchtar,5,7/31/2024 1:27,google maps aplikasi navigasi yang luar biasa fitur pencarian lokasi yang akurat dan membuat perjalanan menjadi lebih mudah dan efisien juga sangat menghargai fitur lalu lintas realtime yang membantu saya menghindari kemacetan,-11,NEGATIVE,google maps aplikasi navigasi luar biasa fitur pencarian lokasi akurat membuat perjalanan menjadi lebih mudah efisien sangat menghargai fitur lalu lintas realtime membantu menghindari kemacetan,"['google', 'maps', 'aplikasi', 'navigasi', 'fitur', 'cari', 'lokasi', 'akurat', 'jalan', 'mudah', 'efisien', 'harga', 'fitur', 'lintas', 'realtime', 'bantu', 'hindar', 'macet']",google maps aplikasi navigasi fitur cari lokasi akurat jalan mudah efisien harga fitur lintas realtime bantu hindar macet
Yoga Anugrahta,5,7/31/2024 0:12,sangat membantu saat perjalanan jauh mantap gmaps,-1,NEGATIVE,sangat membantu perjalanan jauh mantap gmaps,"['bantu', 'jalan', 'mantap', 'gmaps']",bantu jalan mantap gmaps
Dede Feredy,1,7/31/2024 0:10,lokasi tidak update rute perjalanan yang d lalui sering tidak muncul sudah berada d suatu lokasi tidak update,-16,NEGATIVE,lokasi update rute perjalanan d lalui sering muncul berada d suatu lokasi update,"['lokasi', 'update', 'rute', 'jalan', 'd', 'lalu', 'muncul', 'd', 'lokasi', 'update']",lokasi update rute jalan d lalu muncul d lokasi update
Nk cell,1,7/30/2024 22:17,versi terbaru navigasi tidak akurat tanda panah tidak berjalan,-8,NEGATIVE,versi terbaru navigasi akurat tanda panah berjalan,"['versi', 'baru', 'navigasi', 'akurat', 'tanda', 'panah', 'jalan']",versi baru navigasi akurat tanda panah jalan
Yanto/ /otnaY,5,7/30/2024 21:52,tolong masukan jenis kendaraan termasuk truk roda  dan seterusnya karena sering mobil besar mengikuti maps ternyata jalan kecil terimakasih,2,POSITIVE,masukan jenis kendaraan termasuk truk roda  seterusnya sering mobil besar mengikuti maps ternyata jalan kecil terimakasih,"['masuk', 'jenis', 'kendara', 'truk', 'roda', 'mobil', 'ikut', 'maps', 'jalan', 'terimakasih']",masuk jenis kendara truk roda mobil ikut maps jalan terimakasih
Abi Faiziy,5,7/30/2024 21:39,sangat efektif dan simple untuk menelusuri lalu lintas dan alamat tujuan lebih baik lagi jika tidak menekan tombol mulai sehingga ketauan kalau kita keluar dari rute awal yang diarahkan,-13,NEGATIVE,sangat efektif simple menelusuri lalu lintas alamat tujuan lebih baik jika menekan tombol mulai ketauan kalau keluar rute awal diarahkan,"['efektif', 'simple', 'telusur', 'lintas', 'alamat', 'tuju', 'tekan', 'tombol', 'tau', 'rute', 'arah']",efektif simple telusur lintas alamat tuju tekan tombol tau rute arah
Juvaweh (Juan Valdy Wehantouw),2,7/30/2024 20:26,sy mau ke daerah greenlake cityjakarta barat dari arah jasinga bogor alamat yang dituju udah benar estimasi tiba uda benar waktu tempuh jammenit giliran motor udah jalan malah penunjuk arah maps enggak jalan sama sekali maps stuck ditempat alhasil saya nyasar yang tadinya cuma jaman berubah jadi jaman nyari sendiri jalan menuju tujuan pakai cara kuno baca plan arah jalan dan saya nulis ulasan ini maps saya juga masih eror ini hari kelima setelah kejadian itu mohon keadilan,-52,NEGATIVE,sy mau daerah greenlake cityjakarta barat arah jasinga bogor alamat dituju udah benar estimasi tiba uda benar waktu tempuh jammenit giliran motor udah jalan malah penunjuk arah maps enggak jalan sama sekali maps stuck ditempat alhasil nyasar tadinya cuma jaman berubah jadi jaman nyari sendiri jalan menuju tujuan pakai cara kuno baca plan arah jalan nulis ulasan maps saya juga eror hari kelima kejadian mohon keadilan,"['sy', 'daerah', 'greenlake', 'cityjakarta', 'barat', 'arah', 'jasinga', 'bogor', 'alamat', 'tuju', 'udah', 'estimasi', 'uda', 'tempuh', 'jammenit', 'gilir', 'motor', 'udah', 'jalan', 'tunjuk', 'arah', 'maps', 'jalan', 'maps', 'stuck', 'tempat', 'alhasil', 'nyasar', 'jaman', 'ubah', 'jaman', 'nyari', 'jalan', 'tuju', 'pakai', 'kuno', 'baca', 'plan', 'arah', 'jalan', 'nulis', 'ulas', 'maps', 'eror', 'jadi', 'mohon', 'adil']",sy daerah greenlake cityjakarta barat arah jasinga bogor alamat tuju udah estimasi uda tempuh jammenit gilir motor udah jalan tunjuk arah maps jalan maps stuck tempat alhasil nyasar jaman ubah jaman nyari jalan tuju pakai kuno baca plan arah jalan nulis ulas maps eror jadi mohon adil
nicky raditya,1,7/30/2024 19:46,di upadate malah semakin buruklinimasa tidak bisa di lihat lagi di telepon lainsekarang kalau telepon hilangya wassalamgak bakal bisa di lacak lagi di lokasi terakhirnyasemoga kembali seperti dulu,-8,NEGATIVE,upadate malah semakin buruklinimasa lihat di telepon lainsekarang kalau telepon hilangya wassalamgak bakal bisa di lacak di lokasi terakhirnyasemoga seperti dulu,"['upadate', 'buruklinimasa', 'lihat', 'telepon', 'lainsekarang', 'telepon', 'hilangya', 'wassalamgak', 'lacak', 'lokasi', 'terakhirnyasemoga']",upadate buruklinimasa lihat telepon lainsekarang telepon hilangya wassalamgak lacak lokasi terakhirnyasemoga
Joko Budi Mulyono,1,7/30/2024 18:29,tolong mapsnya di perbaiki lagi di telepon mapsnya selalu eror maps gak akurat malah bagus versi yang lama mapsnya lancar jaya sekarang parahtolong dibpertahankan mapsnya biar seperti dlusemakin kesini maps parahterimakasih,-10,NEGATIVE,mapsnya perbaiki di telepon mapsnya selalu eror maps gak akurat malah bagus versi lama mapsnya lancar jaya sekarang parahtolong dibpertahankan mapsnya biar dlusemakin kesini maps parahterimakasih,"['mapsnya', 'baik', 'telepon', 'mapsnya', 'eror', 'maps', 'gak', 'akurat', 'bagus', 'versi', 'mapsnya', 'lancar', 'jaya', 'parahtolong', 'dibpertahankan', 'mapsnya', 'biar', 'dlusemakin', 'kesini', 'maps', 'parahterimakasih']",mapsnya baik telepon mapsnya eror maps gak akurat bagus versi mapsnya lancar jaya parahtolong dibpertahankan mapsnya biar dlusemakin kesini maps parahterimakasih
Bang Iful,1,7/30/2024 16:45,buruk rute motor tidak ada di instal ulang pun malah semakin ngaco setelan kendaraan cuma ada kendaraan listrik semakin edan,-15,NEGATIVE,buruk rute motor instal ulang malah semakin ngaco setelan kendaraan cuma ada kendaraan listrik semakin edan,"['buruk', 'rute', 'motor', 'instal', 'ulang', 'ngaco', 'setel', 'kendara', 'kendara', 'listrik', 'edan']",buruk rute motor instal ulang ngaco setel kendara kendara listrik edan
fajar ferdianto,2,7/30/2024 14:56,lw turunin laaahkm tidak jalan tersendat batre cukup koneksi stabil tolong hilangkan bug nyasudah di install ulang tetap demikian tolong di perbaiki lagi,-3,NEGATIVE,lw turunin laaahkm jalan tersendat batre cukup koneksi stabil hilangkan bug nyasudah install ulang tetap tolong perbaiki,"['lw', 'turunin', 'laaahkm', 'jalan', 'sendat', 'batre', 'koneksi', 'stabil', 'hilang', 'bug', 'nyasudah', 'install', 'ulang', 'tolong', 'baik']",lw turunin laaahkm jalan sendat batre koneksi stabil hilang bug nyasudah install ulang tolong baik
Siti Hasanah,3,7/30/2024 14:26,semenjak diperbarui maps  jadi enggak jelas buat pusing pengendara lebih baik maps  yang dulu sekarang jelek parah,-18,NEGATIVE,semenjak diperbarui maps  jadi enggak jelas buat pusing pengendara lebih baik maps  dulu sekarang jelek parah,"['semenjak', 'baru', 'maps', 'pusing', 'kendara', 'maps', 'jelek', 'parah']",semenjak baru maps pusing kendara maps jelek parah
Muhamad Iqbal,5,7/30/2024 13:24,membantu untuk menemukan sebuah tempat dan menjadi lebih cepat sampai ketujuan,-2,NEGATIVE,membantu menemukan sebuah tempat menjadi lebih cepat ketujuan,"['bantu', 'temu', 'cepat', 'tuju']",bantu temu cepat tuju
Alliya Ferjihan,5,7/30/2024 12:56,semoga semakin akurat dalan menentukan rute yang akan dituju dan mohon untuk update navigasi atau rute jika jalanan sedang ditutup,-11,NEGATIVE,semoga semakin akurat dalan menentukan rute akan dituju mohon update navigasi rute jalanan sedang ditutup,"['moga', 'akurat', 'dal', 'tentu', 'rute', 'tuju', 'mohon', 'update', 'navigasi', 'rute', 'jalan', 'tutup']",moga akurat dal tentu rute tuju mohon update navigasi rute jalan tutup
Carles MVC,1,7/30/2024 12:45,sering eror lebih bagus versi lama sebagai pengendara online perlu maps yang akurat,-8,NEGATIVE,sering eror lebih bagus versi lama pengendara online perlu maps akurat,"['eror', 'bagus', 'versi', 'kendara', 'online', 'maps', 'akurat']",eror bagus versi kendara online maps akurat
