userName,score,at,content,label,content_stopwords,content_stemmed
Irfan Hermansyah,2,8/1/2024 16:13,"Ga mutu bangat aplikasi maps bekerja sama pihak ojol bukan membaik malah dibikin rusak.. aplikasi maps lebih dulu adaktimbang aplikasi ojol, tolong berdikari sendiri tunjukin kualitas yang baik untukpengguna.. buatlah aturan sendiri sendiri jangan terpaku sama aplikasi yang hanya bisanya menumpang..",negatif,"Ga mutu bangat aplikasi maps bekerja sama pihak ojol bukan membaik malah dibikin rusak .. aplikasi maps lebih dulu adaktimbang aplikasi ojol , berdikari sendiri tunjukin kualitas baik untukpengguna .. buatlah aturan sendiri sendiri jangan terpaku sama aplikasi bisanya menumpang ..",ga mutu bangat aplikasi maps kerja sama pihak ojol bukan baik malah bikin rusak aplikasi maps lebih dulu adaktimbang aplikasi ojol berdikari sendiri tunjukin kualitas baik untukpengguna buat atur sendiri sendiri jangan terpa sama aplikasi bisa tumpang
Muhammad Irwan Amirullah,5,8/1/2024 14:15,Dengan updatetan danfitur bagus danmudah di mengerti,positif,updatetan danfitur bagus danmudah mengerti,updatetan danfitur bagus danmudah erti
Sugi Yana,5,8/1/2024 12:10,Kadang-kadang Google map juga error juga oleh karena itu mohon lebih banyak di-update kali ya,negatif,Kadang-kadang Google map error mohon lebih banyak di-update kali,kadang google map error mohon lebih banyak di-update kali
Edi Tariyus Cahyono,2,8/1/2024 7:29,"Mohon solusi di poco x6, saat di mulai navigasi, posisi GPS tidak akurat dansering muncul notifikasi menelusuri GPS.",negatif,"Mohon solusi poco x6 , mulai navigasi , posisi GPS akurat dansering muncul notifikasi menelusuri GPS .",mohon solusi poco x6 mulai navigasi posisi gps akurat dansering muncul notifikasi telusur gps
Ahmad Yulianto,5,8/1/2024 4:58,"Sip, danuntuk google areo dangoogle AdWords gagal login padahal jaringan masih kencang tapi gagal mohon bantuannya yaðŸ™ðŸ™ðŸ™",negatif,"Sip , danuntuk google areo dangoogle AdWords gagal login padahal jaringan kencang gagal mohon bantuannya yaðŸ™ðŸ™ðŸ™",sip danuntuk google areo dangoogle adwords gagal login padahal jaring kencang gagal mohon bantu ya
Imam Suyono,1,8/1/2024 1:13,Map ini bikin nyasar sudahmalam malam di putar tidak jelas map map parah jarak tempuh semakin jauh paraaahhh eror. Trus,negatif,Map bikin nyasar sudahmalam malam putar jelas map map parah jarak tempuh semakin jauh paraaahhh eror . Trus,map bikin nyasar sudahmalam malam putar jelas map map parah jarak tempuh makin jauh paraaahhh eror trus
Zaid alfathin,1,8/1/2024 0:24,sebagai pengguna biasa susah melaporkan kesalahan jalan contoh mobil seharusnya tidak bisa lewat tapi di maps mobil bisa lewat,negatif,pengguna biasa susah melaporkan kesalahan jalan contoh mobil lewat maps mobil lewat,guna biasa susah lapor salah jalan contoh mobil lewat maps mobil lewat
rudy panasonic,2,7/31/2024 19:50,Payah engk akurat versi saja naik kualitas maps kurang maxsimal arah engk karuan suka muter2 seperti gasingan pokoknya ye engk bagus,positif,Payah engk akurat versi naik kualitas maps kurang maxsimal arah engk karuan suka muter2 gasingan pokoknya ye engk bagus,payah engk akurat versi naik kualitas maps kurang maxsimal arah engk karuan suka muter2 gasing pokok ye engk bagus
Aldo Indrawan,5,7/31/2024 15:49,Aplikasi nya sangat bagus dapat membantu dalam perjalanan untukmenemukan suatu lokasi yang saya ingin kan.,positif,Aplikasi nya sangat bagus membantu perjalanan untukmenemukan suatu lokasi kan .,aplikasi nya sangat bagus bantu jalan untukmenemukan suatu lokasi kan
Indra Wijaya,5,7/31/2024 14:06,Sangat membantu sekali apabila sedang dalam kebingung dalam perjalanan dansuka menjadi reminder apabila tersesat di jalan,negatif,Sangat membantu sekali apabila sedang kebingung perjalanan dansuka menjadi reminder apabila tersesat jalan,sangat bantu sekali apabila sedang bingung jalan dansuka jadi reminder apabila sesat jalan
Aris,4,7/31/2024 5:12,"histori di pengaturan sudah di hapus semua, namun di beranda penelusuran histori nyah masih adatidak bisa ke hapus",negatif,"histori pengaturan hapus semua , beranda penelusuran histori nyah adatidak hapus",histori atur hapus semua beranda telusur histori nyah adatidak hapus
Irvanmuhammad muchtar,5,7/31/2024 1:27,Google Maps aplikasi navigasi yang luar biasa. Fitur pencarian lokasi yang akurat danmembuat perjalanan menjadi lebih mudah danefisien. juga sangat menghargai fitur lalu lintas real-time yang membantu saya menghindari kemacetan.,negatif,Google Maps aplikasi navigasi luar biasa . Fitur pencarian lokasi akurat danmembuat perjalanan menjadi lebih mudah danefisien . sangat menghargai fitur lalu lintas real-time membantu menghindari kemacetan .,google maps aplikasi navigasi luar biasa fitur cari lokasi akurat danmembuat jalan jadi lebih mudah danefisien sangat harga fitur lalu lintas real-time bantu hindar macet
Yoga Anugrahta,5,7/31/2024 0:12,"Sangat membantu saat perjalanan jauh, mantap gmaps!!",negatif,"Sangat membantu perjalanan jauh , mantap gmaps ! !",sangat bantu jalan jauh mantap gmaps
Dede Feredy,1,7/31/2024 0:10,"Lokasi tidak update, rute perjalanan yang d lalui sering tidak muncul, sudah berada d suatu lokasi tidak update",negatif,"Lokasi update , rute perjalanan d lalui sering muncul , berada d suatu lokasi update",lokasi update rute jalan d lalu sering muncul ada d suatu lokasi update
Nk cell,1,7/30/2024 22:17,Versi terbaru navigasi tidak akurat tanda panah tidak berjalan,negatif,Versi terbaru navigasi akurat tanda panah berjalan,versi baru navigasi akurat tanda panah jalan
Yanto/ /otnaY,5,7/30/2024 21:52,"Tolong masukan jenis kendaraan termasuk truk roda 6 danseterusnya karena sering mobil besar mengikuti maps ternyata jalan kecil, terimakasih",negatif,"masukan jenis kendaraan termasuk truk roda 6 danseterusnya sering mobil besar mengikuti maps ternyata jalan kecil , terimakasih",masuk jenis kendara masuk truk roda 6 danseterusnya sering mobil besar ikut maps nyata jalan kecil terimakasih
Abi Faiziy,5,7/30/2024 21:39,"Sangat efektif dansimple untukmenelusuri lalu lintas danalamat tujuan. Lebih baik lagi jika tidak menekan tombol mulai, sehingga ketauan kalau kita keluar dari rute awal yang diarahkan",negatif,"Sangat efektif dansimple untukmenelusuri lalu lintas danalamat tujuan . Lebih baik menekan tombol mulai , ketauan kalau keluar rute awal diarahkan",sangat efektif dansimple untukmenelusuri lalu lintas danalamat tuju lebih baik tekan tombol mulai tau kalau keluar rute awal arah
Juvaweh (Juan Valdy Wehantouw),2,7/30/2024 20:26,"Sy mau ke daerah greenlake city,jakarta barat, dari arah jasinga bogor. Alamat yang dituju sudahbenar, Estimasi tiba uda bener, waktu tempuh 2jam36menit, Giliran motor sudahjalan, Malah penunjuk arah maps tidak jalan sama sekali, Maps STUCK ditempat. Alhasil saya nyasar. Yang tadinya cuma 2jam-an, berubah jadi 4jam-an nyari2 sendiri jalan menuju tujuan pake cara kuno, Baca plan arah jalan. Dan saya nulis ulasan ini, maps sy juga masih error. INI HARI KELIMA SETELAH KEJADIAN ITU, MOHON KEADILAN !",negatif,"Sy mau daerah greenlake city , jakarta barat , arah jasinga bogor . Alamat dituju sudahbenar , Estimasi tiba uda bener , waktu tempuh 2jam36menit , Giliran motor sudahjalan , Malah penunjuk arah maps jalan sama sekali , Maps STUCK ditempat . Alhasil nyasar . tadinya cuma 2jam-an , berubah jadi 4jam-an nyari2 sendiri jalan menuju tujuan pake cara kuno , Baca plan arah jalan . nulis ulasan , maps sy error . HARI KELIMA KEJADIAN , MOHON KEADILAN !",sy mau daerah greenlake city jakarta barat arah jasinga bogor alamat tuju sudahbenar estimasi tiba uda bener waktu tempuh 2jam36menit gilir motor sudahjalan malah tunjuk arah maps jalan sama sekali maps stuck tempat alhasil nyasar tadi cuma 2jam-an ubah jadi 4jam-an nyari2 sendiri jalan tuju tuju pake cara kuno baca plan arah jalan nulis ulas maps sy error hari lima jadi mohon adil
nicky raditya,1,7/30/2024 19:46,"Di upadate malah semakin buruk,linimasa tidak bisa di lihat lagi di hp lain,sekarang kalau hp hilang,Ya Wassalam..gak bakal bisa di lacak lagi di lokasi terakhirnya.semoga kembali seperti dulu,",negatif,"upadate malah semakin buruk , linimasa lihat hp , sekarang kalau hp hilang , Wassalam .. gak bakal lacak lokasi terakhirnya.semoga dulu ,",upadate malah makin buruk linimasa lihat hp sekarang kalau hp hilang wassalam gak bakal lacak lokasi akhir moga dulu
Joko Budi Mulyono,1,7/30/2024 18:29,"Tolong mapsnya di perbaiki lagi, di hp mapsnya 1.selalu eror 2.maps gak akurat. 3.malah bagus versi yang lama mapsnya lancar jaya, sekarang parah.tolong dibpertahankan mapsnya biar seperti dlu.semakin kesini maps parah.terimakasih",positif,"mapsnya perbaiki , hp mapsnya 1.selalu eror 2.maps gak akurat . 3.malah bagus versi lama mapsnya lancar jaya , sekarang parah.tolong dibpertahankan mapsnya biar dlu.semakin kesini maps parah.terimakasih",mapsnya baik hp mapsnya 1 selalu eror 2 maps gak akurat 3 malah bagus versi lama mapsnya lancar jaya sekarang parah tolong dibpertahankan mapsnya biar dlu makin kesini maps parah terimakasih
Bang Iful,1,7/30/2024 16:45,"Buruk!!! Rute motor tidak ada. Di instal ulang pun malah semakin ngaco, setelan kendaraan cuma adakendaraan listrik. Makin edan",negatif,"Buruk ! ! ! Rute motor . instal ulang malah semakin ngaco , setelan kendaraan cuma adakendaraan listrik . Makin edan",buruk rute motor instal ulang malah makin ngaco setel kendara cuma adakendaraan listrik makin edan
fajar ferdianto,2,7/30/2024 14:56,"Lw turunin laaah...km tidak jalan2 tersendat batre cukup koneksi stabil... tolong hilangkan bug nya,sudah di install ulang tetap demikian... TOLONG DI PERBAIKI LAGI! ...",negatif,"Lw turunin laaah ... km jalan2 tersendat batre cukup koneksi stabil ... hilangkan bug nya , install ulang tetap ... PERBAIKI ! ...",lw turunin laaah km jalan2 sendat batre cukup koneksi stabil hilang bug nya install ulang tetap baik
Siti Hasanah,3,7/30/2024 14:26,Semenjak diperbarui maps nya jadi ga. Jelas bikin pusing driver mending maps nya yang dulu sekarang jelek parah,negatif,Semenjak diperbarui maps nya jadi ga. Jelas bikin pusing driver mending maps nya dulu sekarang jelek parah,semenjak baru maps nya jadi ga jelas bikin pusing driver mending maps nya dulu sekarang jelek parah
Muhamad Iqbal,5,7/30/2024 13:24,"membantu untukmenemukan sebuah tempat, danmenjadi lebih cepat sampai ketujuan",negatif,"membantu untukmenemukan sebuah tempat , danmenjadi lebih cepat ketujuan",bantu untukmenemukan buah tempat danmenjadi lebih cepat tuju
Alliya Ferjihan,5,7/30/2024 12:56,"Semoga semakin akurat dalan menentukan rute yang akan dituju, danMohon untukupdate navigasi atau rute jika jalanan sedang ditutup.",negatif,"Semoga semakin akurat dalan menentukan rute dituju , danMohon untukupdate navigasi rute jalanan sedang ditutup .",moga makin akurat dal tentu rute tuju danmohon untukupdate navigasi rute jalan sedang tutup
Carles MVC,1,7/30/2024 12:45,"sering error lebih bagus versi lama,, sebagai driver online perlu maps yang akurat",positif,"sering error lebih bagus versi lama , , driver online perlu maps akurat",sering error lebih bagus versi lama driver online perlu maps akurat
Yohanes Nuwa,2,7/30/2024 11:43,Anjink! kalau tempatnya sudahtutup di maps harusnya di perbarui. Bukan tetap di post buka tapi ketika sudahsampe malah sudahbangkrut,negatif,Anjink ! kalau tempatnya sudahtutup maps harusnya perbarui . Bukan tetap post buka sudahsampe malah sudahbangkrut,anjink kalau tempat sudahtutup maps harus baru bukan tetap post buka sudahsampe malah sudahbangkrut
Ini Ono,4,7/30/2024 8:24,"Hi GMaps, Untuk navigasinya, kenapa mengarah kebagian bawah dari tampilan HP? Yang enak kan ke atas HP (potrait). Harus d putar dua jari untukmenavigasi. Bikin pusing tau...",negatif,"Hi GMaps , navigasinya , mengarah kebagian bawah tampilan HP ? enak kan atas HP ( potrait ) . d putar jari untukmenavigasi . Bikin pusing tau ...",hi gmaps navigasi arah bagi bawah tampil hp enak kan atas hp potrait d putar jari untukmenavigasi bikin pusing tau
Andi Budiman,1,7/30/2024 0:27,Hasil versi terbaru semakin ngaco titik tidak akurat yang seharusnya biru jadk abu. Mengecewakan,negatif,Hasil versi terbaru semakin ngaco titik akurat biru jadk abu . Mengecewakan,hasil versi baru makin ngaco titik akurat biru jadk abu kecewa
Ompy Nuban,1,7/29/2024 22:26,"Lambat danterkadang menyesatkan, tidak susai titik dantidak dapat menunjukan jalan yang terdekat",negatif,"Lambat danterkadang menyesatkan , susai titik dantidak menunjukan jalan terdekat",lambat danterkadang sesat susai titik dantidak tunjuk jalan dekat
Sigid Maryanto,5,7/29/2024 22:19,sangat membantu penunjuk arah sangat detail dengan lokasi puas sekali,negatif,sangat membantu penunjuk arah sangat detail lokasi puas sekali,sangat bantu tunjuk arah sangat detail lokasi puas sekali
Samsung Glx123,1,7/29/2024 21:36,Coco untukdi bagian kota saja kalau sudahmasuk ke bagian perdesaan tidak bisa di gunakan,negatif,Coco untukdi bagian kota kalau sudahmasuk bagian perdesaan gunakan,coco untukdi bagi kota kalau sudahmasuk bagi desa guna
Arist Bareno,1,7/29/2024 21:23,di hp saya akurasi kompasnya rendah tolong di tingkatkan supaya akurasi kompasnya tinggi,negatif,hp akurasi kompasnya rendah tingkatkan akurasi kompasnya tinggi,hp akurasi kompas rendah tingkat akurasi kompas tinggi
yosua sullivan,1,7/29/2024 21:10,Error terus maps nya padahal sudah di update,negatif,Error terus maps nya padahal update,error terus maps nya padahal update
Fitri Prayoga,1,7/29/2024 20:22,"Sekarang aplikasinya tidak bisa melacak lokasi, tidak akurat setelah diperbarui, lebih baik maps yang lama",negatif,"Sekarang aplikasinya melacak lokasi , akurat diperbarui , lebih baik maps lama",sekarang aplikasi lacak lokasi akurat baru lebih baik maps lama
Reza Rubail,1,7/29/2024 18:53,Aneh tidak bisa gerak GK jalan saya jauh jauh jalan eh pas liat maps Ko titik saya masih di situ tolong lah perbaiki,negatif,Aneh gerak GK jalan jauh jauh jalan eh pas liat maps Ko titik situ lah perbaiki,aneh gerak gk jalan jauh jauh jalan eh pas liat maps ko titik situ lah baik
Indra Lesmana01,5,7/29/2024 18:49,Tolong dong di perbaiki agar lebih tepat ke titik tujuan.. sangat sulit banget untukdrever. Kadang2 lemot juga,negatif,dong perbaiki lebih tepat titik tujuan .. sangat sulit banget untukdrever . Kadang2 lemot,dong baik lebih tepat titik tuju sangat sulit banget untukdrever kadang2 lot
AlfianBibah Bibah,5,7/29/2024 17:11,Terus membaik maps danakurat soal.a saya sangat membutuhkan petunjuk peta,negatif,Terus membaik maps danakurat soal.a sangat membutuhkan petunjuk peta,terus baik maps danakurat soal a sangat butuh tunjuk peta
Tri Wahyu,3,7/29/2024 15:42,Kenapa sering terjadi tidak adaNavigasi untukSepeda Motor??? Kemana perginya navigasi motor??,negatif,sering terjadi adaNavigasi untukSepeda Motor ? ? ? perginya navigasi motor ? ?,sering jadi adanavigasi untuksepeda motor pergi navigasi motor
ONE LOVE,5,7/29/2024 15:01,"Saran, kalau bisa di sediakan fitur pengingat / alarm saat mau melewati sebuah tempat dalam perjalanan. Misal saat jam pulang kantor mau ngambil barang di salah satu kantor expedisi jadi pas pulang walaupun kita lupa tetapi mau lewat lokasi tersebut alarm pengingatnya bunyi untukmengingatkan yang punya hp.",negatif,"Saran , kalau sediakan fitur pengingat / alarm mau melewati sebuah tempat perjalanan . Misal jam pulang kantor mau ngambil barang salah satu kantor expedisi jadi pas pulang walaupun lupa mau lewat lokasi tersebut alarm pengingatnya bunyi untukmengingatkan punya hp .",saran kalau sedia fitur ingat alarm mau lewat buah tempat jalan misal jam pulang kantor mau ngambil barang salah satu kantor expedisi jadi pas pulang walaupun lupa mau lewat lokasi sebut alarm ingat bunyi untukmengingatkan punya hp
Sudiaman Nainggolan,3,7/29/2024 14:24,"Seringkali alami gangguan route. Padahal sy sbgi driver gocar. Hampir 1 bln, tapi di hp customer bagus.",positif,"Seringkali alami gangguan route . Padahal sy sbgi driver gocar . Hampir 1 bln , hp customer bagus .",seringkali alami ganggu route padahal sy sbgi driver gocar hampir 1 bln hp customer bagus
Ribbi Novianti,5,7/29/2024 14:03,Saya beri bintang 5 Karena saya pas tersesat Saya mencari di Google maps ternyata saya salah jalan wow estetik sekali ya Oke deh terima kasih atas perhatiannya kami ucapkan terima kasih ðŸ™,negatif,beri bintang 5 pas tersesat mencari Google maps ternyata salah jalan wow estetik sekali Oke deh terima kasih atas perhatiannya ucapkan terima kasih ðŸ™,beri bintang 5 pas sesat cari google maps nyata salah jalan wow estetik sekali oke deh terima kasih atas perhati ucap terima kasih
Azwarwadi,5,7/29/2024 13:42,Syaa telah terbantu dengan aplikasi ini dansaya juga bisa akses jalan untukbisa sampai ke tujuan danaplikasi ini sanagt bermanfaat bagi saya danjuga sangat bagus untukdi pakai,positif,Syaa terbantu aplikasi dansaya akses jalan untukbisa tujuan danaplikasi sanagt bermanfaat danjuga sangat bagus untukdi pakai,syaa bantu aplikasi dansaya akses jalan untukbisa tuju danaplikasi sanagt manfaat danjuga sangat bagus untukdi pakai
Didi Sahidi,5,7/29/2024 12:41,Sangat membantu untukkemana yang kita tuju dansangat terimakasih atas adayah google maps iniðŸ˜‡,negatif,Sangat membantu untukkemana tuju dansangat terimakasih atas adayah google maps iniðŸ˜‡,sangat bantu untukkemana tuju dansangat terimakasih atas adayah google maps ini
Siska Sinaga,5,7/29/2024 12:18,Apk nya cepat saat di download dansangat mudah untukdi pahami sehingga tidak lagi repot repot mencari tempat tujuan tinggal guna aplikasi aj dancari tempat tujuan nya,negatif,Apk nya cepat download dansangat mudah untukdi pahami repot repot mencari tempat tujuan tinggal aplikasi aj dancari tempat tujuan nya,apk nya cepat download dansangat mudah untukdi paham repot repot cari tempat tuju tinggal aplikasi aj dancari tempat tuju nya
